"corpus","ukwac"
"subcorpus","-"
"concordance size","47038"
"query","Query:[lc=""makes"" | lemma_lc=""makes""];Positive filter (excluding KWIC):1 1 1 [tag=""Nc.*""];GDEX:100 "
"kwintessential.co.uk","that often"," makes","  matters  worse"
"kwintessential.co.uk","athlete. This"," makes","  coaching  much"
"undiscoveredscotland.co.uk",". '' '' It all"," makes","  sense  . But"
"foe.co.uk",", over a meal"," makes","  things  much"
"business.guardian.co.uk",", you know it"," makes","  sense  ! Do you"
"phrases.org.uk","Baghdad. This"," makes","  fumigation"
"manchesteronline.co.uk",", 2006 school"," makes","  mandarin"
"fishandfly.co.uk","idea, but it"," makes","  sense  . You can"
"blogs.guardian.co.uk","training"," makes","  things  happen"
"poetrysociety.org.uk","? it only"," makes","  sense  to"
"bgsnet.org.uk","primarily"," makes","  amendments  to"
"bgsnet.org.uk",". 22. It"," makes","  changes  to the"
"bgsnet.org.uk","23. This Part"," makes","  provision  on"
"bgsnet.org.uk","expenses it"," makes","  amendments  :"
"bgsnet.org.uk","32. Part 8"," makes","  provision  on"
"cain.ulst.ac.uk",". The solution"," makes","  use  of IP (or"
"soton.ac.uk",". It"," makes","  sense  to hold"
"televisionheaven.co.uk","for anyone who"," makes","  supplies  of"
"refer.nhs.uk",", that ''s what"," makes","  people  feel"
"newswales.co.uk","(NICE)"," makes",""
"cf.ac.uk","University"," makes","  funding"
"myweb.lsbu.ac.uk","films that"," makes","  smoking  look"
"pcanswers.co.uk","Government"," makes","  payments  to"
"birdtours.co.uk",". Kipling"," makes","  asides  such as"
"phgu.org.uk","typed and then"," makes","  photocopies  ,"
"earthfirst.org.uk","Radio"," makes","  use  of an"
"earthfirst.org.uk","from Magix"," makes","  access  to"
"bjhc.co.uk","still"," makes","  sense  . While"
"food.gov.uk","off, which"," makes","  things"
"kwintessential.co.uk","fluid genome -"," makes",""
"english-heritage.org.uk","certainly"," makes","  sense  , the"
"futuremovies.co.uk","that"," makes","  politicians"
"nutcote.demon.co.uk","Convention"," makes","  shipowners"
"euro.gov.uk",". So it"," makes","  sense  to me"
"flairmodels.co.uk","that"," makes","  sense  to us to"
"foe.co.uk","still, yet it"," makes","  life  simple"
"socialistunitynetwork.co.uk","new measure"," makes","  changes  to the"
"spartacus.schoolnet.co.uk","etc) hope that"," makes","  sense  choaf RE"
"web.ukonline.co.uk","surcharges it"," makes","  customers  pay"
"myweb.lsbu.ac.uk","birth so it"," makes","  sense  to start"
"mark-twain.classic-literature.co.uk","If a Party that"," makes","  extradition"
"earlymodernweb.org.uk","piquancy that"," makes","  collections"
"ff1600.co.uk","Bush doctrine"," makes","  nonsense  of"
"users.ox.ac.uk","It is this that"," makes","  everything"
"futuremovies.co.uk","","makes","  comrades"
"classic-literature.co.uk","capitalism"," makes","  slaves  of us"
"number-10.gov.uk",", it"," makes","  use  of"
"number-10.gov.uk","skills. It"," makes","  use  of the"
"durham21.co.uk","fight, than it"," makes","  sense  to build"
"eduserv.org.uk","how Monsanto"," makes","  use  of"
"onlinedmc.co.uk","T (1980). What"," Makes","  Things  Fun to"
"darlington.gov.uk","baby bag TV"," makes","  kids  fat"
"darlington.gov.uk","company that"," makes","  toys  for"
"seniorsnetwork.co.uk","caller. Lois"," makes","  plans  for her"
"somethingjewish.co.uk","that"," makes","  predictions"
"cnetwork.co.uk","anybody"," makes","  films  like"
"action-tv.org.uk","at Tate St Ives"," makes","  way  for art"
"huntinginquiry.gov.uk","era. But what"," makes","  ''''1969  '' ''"
"rvc.ac.uk","ask me, this"," makes","  things  a tad"
"acegamez.co.uk",". This only"," makes","  things  worse"
"acegamez.co.uk","and enjoys."," Makes","  sense  to me."
"brad.ac.uk","5-6d),"," makes","  corrections"
"bnp.org.uk","because it"," makes","  people  laugh"
"bnp.org.uk","because it"," makes","  people  laugh"
"fishandfly.co.uk","tell you how he"," makes","  money  . He"
"fishandfly.co.uk","you how he"," makes","  money  . There"
"fishandfly.co.uk","ranking) who"," makes","  £100s  a week on"
"transglobal-aerospace.co.uk","of what"," makes","  others  tick."
"televisionheaven.co.uk","view which"," makes","  vehicles  an"
"consumerdirect.gov.uk","themed maps."," Makes","  sense  . While"
"greatwriting.co.uk",". Petersen"," makes","  matters  worse"
"robert-louis-stevenson.classic-literature.co.uk","it"," makes","  sense  to find"
"robert-louis-stevenson.classic-literature.co.uk","vulnerable,"," makes","  infowar  the"
"hmrc.gov.uk","As Microsoft"," makes","  changes  to its"
"jr2.ox.ac.uk","'' look. "" It all"," makes","  sense  , Jack -"
"jisc.ac.uk",". All of this"," makes","  Monetarists  ''"
"soi.city.ac.uk","rate shares,"," makes","  ''fundology  ''"
"lawscot.co.uk","wonderland"," makes","  life  even more"
"bwpics.co.uk","it anyway. /me"," makes","  note  to stay"
"manchester.gov.uk","this is what"," makes","  people"
"consumerdirect.gov.uk","... Ok, this"," makes","  sense  . I"
"mailman.ic.ac.uk","to its website"," makes","  everything  fr"
"acegamez.co.uk","feel, and"," makes","  application"
"allotment.org.uk","Rights Act"," makes","  things  worse"
"kitmax.co.uk","what"," makes","  dogs  so very"
"qub.ac.uk","career, which"," makes","  entry  into the"
"jezuk.co.uk","Rights Watch"," makes","  assertions  of"
"parkinsons.org.uk","what is it that"," makes","  today  ''s homes"
"cpgb.org.uk",". This"," makes","  use  of debug"
"cambridge.gov.uk",". Yanagi"," makes","  replicas  of"
"undiscoveredscotland.co.uk","in the mails"," makes","  things  easier"
"pocket-lint.co.uk","but certainly"," makes","  life  a lot"
"cygnus-books.co.uk","well and"," makes",""
"dailymail.co.uk","football that"," makes","  holes  in the"
"heacademy.ac.uk","fete! It"," makes","  sense  to vote"
"xfm.co.uk","Chancellor"," makes","  appointments"
"myweb.lsbu.ac.uk","of ETA which"," makes","  arrangements"
"leisureconnection.co.uk","anyone"," makes","  home  movies,"
"abeceder.co.uk",". Use text that"," makes","  sense  when"
"jr2.ox.ac.uk","as a film that"," makes","  sense  because"
"jr2.ox.ac.uk","as a film that"," makes","  sense  because"
"jr2.ox.ac.uk","as a film that"," makes","  sense  because"
"jr2.ox.ac.uk","as a film that"," makes","  sense  because"
"dca.gov.uk","Chancellor"," makes","  appointments"
"jr2.ox.ac.uk","novelist, she"," makes","  poetry  out of"
"refer.nhs.uk",". It barely"," makes","  sense  , its"
"bl.uk","level and it"," makes","  use  of the"
"netribution.co.uk","you. So what"," makes","  Men  of Valor so"
"dvdtimes.co.uk","eat. Someone"," makes","  life  happy,"
"dvdtimes.co.uk","life happy,"," makes","  life  sad."
"mailman.ic.ac.uk","Society"," makes","  provision  for"
"ucl.ac.uk","the left foot"," makes","  contact  with"
"mfiles.co.uk","franchise,"," makes","  arrangements"
"fantasticfiction.co.uk","Rank of 6 which"," makes","  links  from it"
"number-10.gov.uk","old woman, and"," makes","  preparations"
"athelstane.co.uk","editing that"," makes","  rooms  into"
"athelstane.co.uk","is cool,"," makes","  lifts  and"
"pandemonium.me.uk","Borgnine. He"," makes","  Reisman  the"
"rvc.ac.uk","... All of this"," makes","  sense  , yet"
"hmrc.gov.uk","Act already"," makes","  provision  for"
"ncl.ac.uk","because it"," makes","  people"
"somethingjewish.co.uk","that"," makes","  fraud  easy"
"uklug.co.uk","route"," makes","  navigation"
"iq.lycos.co.uk",", as Madonna"," makes","  number  one"
"fantasticfiction.co.uk","by whom? What"," makes","  leadership"
"ariadne.ac.uk","one person who"," makes","  decisions"
"ariadne.ac.uk","person"," makes","  decisions  . ?"
"cs.bham.ac.uk","exasperated,"," makes","  friends  with"
"english-heritage.org.uk","bullying"," makes","  boys  popular."
"ariadne.ac.uk","City Council"," makes","  decisions"
"bristol-city.gov.uk","information;"," makes","  provision  in"
"bristol-city.gov.uk",". This clause"," makes","  provision  for"
"nationalschool.gov.uk","cancels debt,"," makes","  trade  fairer,"
"paulflynnmp.co.uk","here -- so what"," makes","  anyone"
"tate.org.uk",". My Bill"," makes","  sense  and I"
"duxford.iwm.org.uk","on what"," makes","  males  male."
"iwar.org.uk",", the report"," makes",""
"passiondiscs.co.uk","libraries. It"," makes","  sense  to take"
"shef.ac.uk","of the EU; it"," makes","  competition"
"eoc-law.org.uk","of where it"," makes","  sense  to use"
"incore.ulst.ac.uk",". The report"," makes",""
"megalithic.co.uk","to waste. God"," makes","  everything"
"brianmac.demon.co.uk","The Chronicle"," makes","  space"
"athelstane.co.uk","seventh form"," makes","  name"
"mtv.co.uk","being watched"," makes","  people  behave"
"wdm.org.uk","he designs and"," makes","  frocks  ."
"ariadne.ac.uk","floor - even it"," makes","  contact  for"
"i-sis.org.uk","war. The talk"," makes","  use  of"
"cs.bham.ac.uk","as? an ETD ''. It"," makes","  sense  to have"
"cs.bham.ac.uk","members, and"," makes","  microfilm"
"moviemail-online.co.uk","FOR WAR * Why it"," makes","  sense  to end"
"spartacus.schoolnet.co.uk","a long day"," makes","  sense  because"
"bupa.co.uk","Garnerin"," makes","  parachute"
"myweb.lsbu.ac.uk","QA Project"," makes","  use  of the Log"
"spartacus.schoolnet.co.uk",", Mr Nagler"," makes","  reference  to"
"britishempire.co.uk","Baghdad. That"," makes","  people  wonder"
"dur.ac.uk","committee"," makes",""
"entsweb.co.uk","13 Na3 Kh8 It"," makes","  sense  to get"
"ess.uwe.ac.uk",". Prayer"," makes","  ALL  the"
"ff1600.co.uk","some way. This"," makes","  nonsense  of"
"foe.co.uk","Low Prices It"," makes","  sense  to buy"
"earlymodernweb.org.uk","Report"," makes","  proposals  for"
"earlymodernweb.org.uk","tomorrow"," makes","  proposals  for"
"uklug.co.uk","for Health"," makes","  time"
"myweb.lsbu.ac.uk","... she only"," makes","  noise  . ROBBY"
"myweb.lsbu.ac.uk","noise. ROBBY"," makes","  music  , and"
"iwar.org.uk",". Use text that"," makes","  sense  when"
"televisionheaven.co.uk",": Millar"," makes","  comeback"
"consumerdirect.gov.uk","is part of what"," makes","  postings"
"consumerdirect.gov.uk","basis of what"," makes","  business"
"consumerdirect.gov.uk","basis of what"," makes","  sense  to a bug"
"heacademy.ac.uk","bullet. Which"," makes","  efforts  in"
"dca.gov.uk","designs and"," makes","  bedrooms  ,"
"chm.org.uk","THD program"," makes","  use  of the fact"
"capita.co.uk",", it thus"," makes","  sense  that"
"somethingjewish.co.uk","resolving, it"," makes","  sense  to deal"
"shop.earthscan.co.uk","fort. He"," makes","  friends  with"
"socialistunitynetwork.co.uk","is the one who"," makes","  history  . Many"
"bized.ac.uk","Act (which"," makes","  provision"
"bl.uk","of water, it"," makes","  sense  to"
"student-direct.co.uk","committee"," makes",""
"admin.cam.ac.uk",". Yet what"," makes","  agreement  on"
"fishandfly.co.uk","to keep it off"," makes","  sense  - though"
"manchesteronline.co.uk","moods, so it"," makes","  sense  to boost"
"www3.imperial.ac.uk","meetings and"," makes",""
"bjhc.co.uk","and"," makes","  use  of a base"
"jezuk.co.uk","mine, if that"," makes","  sense  . I ''m a"
"sanger.ac.uk","on what"," makes","  art  Look into"
"cain.ulst.ac.uk",". The report"," makes",""
"bl.uk",". Surely it"," makes","  sense  to delay"
"developerfusion.co.uk",": Hincapie"," makes","  move  in stars ''"
"developerfusion.co.uk","court Millar"," makes","  comeback"
"cabe.org.uk","on text file"," makes","  sense  . If"
"inminds.co.uk","thing that"," makes","  Myst  so"
"ariadne.ac.uk","Report"," makes",""
"news.zdnet.co.uk","Bush doctrine"," makes","  nonsense  of"
"chester.ac.uk","genes, it"," makes","  diagnosis"
"archive.food.gov.uk","("" A "") who"," makes","  work"
"archive.food.gov.uk","provides, or"," makes","  arrangements"
"rvc.ac.uk","said, fatigue"," makes","  cowards  of us"
"jr2.ox.ac.uk","etc) hope that"," makes","  sense  choaf RE"
"bupa.co.uk","when he"," makes","  use  of the"
"bupa.co.uk","to a person who"," makes","  use  of the"
"bupa.co.uk","as"," makes","  provision  the"
"eprints.gla.ac.uk","me, this all"," makes","  sense  . It may"
"amazon.co.uk","that"," makes","  progress"
"business.guardian.co.uk","a firm that"," makes","  dog  birthday"
"i-sis.org.uk","starting sg"," makes","  sense  for an"
"guilfest.co.uk","web. py:"," makes","  web  apps"
"guilfest.co.uk","for terms"," makes","  reasoning"
"acegamez.co.uk","Moon Treaty62"," makes","  reference  to"
"acegamez.co.uk","it as best"," makes","  sense  ,"
"eprints.gla.ac.uk","discrepancy"," makes","  consuming"
"durham21.co.uk","the PNDT Act"," makes","  registration"
"scienceandsociety.co.uk","maintains,"," makes","  mathematics"
"wessexscene.co.uk","said. "" It"," makes","  sense  to sell"
"euro.gov.uk","Nationalism"," makes","  sense  to me."
"bized.ac.uk","the gene that"," makes","  pollen  or"
"bized.ac.uk","the gene that"," makes","  pollen  or"
"bized.ac.uk","the gene that"," makes","  pollen  or"
"lists.grok.org.uk",". The session"," makes","  use  of"
"cain.ulst.ac.uk",": Rosalind"," makes","  trouble  for"
"cain.ulst.ac.uk",": I Gregg"," makes","  progress  , and"
"pocket-lint.co.uk","which"," makes","  people  desire"
"gnn.gov.uk","English that"," makes","  everything"
"hants.gov.uk",", the observer"," makes","  corrections"
"football.guardian.co.uk","But war in Iraq"," makes","  war  in Korea"
"cf.ac.uk","of movies and"," makes","  lots  of"
"nationalschool.gov.uk","and Celia"," makes","  plans  ."
"inminds.co.uk",", clause 1(3)"," makes","  provision  for"
"inminds.co.uk","(4)"," makes","  provision  for"
"inminds.co.uk","(6)"," makes","  provision  to"
"defra.gov.uk","testosterone"," makes","  beards  grow in"
"publicwhip.org.uk","10, so that"," makes","  $50  . Now, let"
"ioe.ac.uk",". What"," makes","  simulations"
"ioe.ac.uk","of what"," makes","  video  and"
"inminds.co.uk",". I think that"," makes","  today  a good"
"stalbans.gov.uk","gear industry"," makes","  everything"
"earthfirst.org.uk","which"," makes","  things"
"projects.ex.ac.uk","Mika on what"," makes","  justice"
"jr2.ox.ac.uk","Corolla also"," makes","  use  of the 1.4"
"jr2.ox.ac.uk","Avensis also"," makes","  use  of the"
"stalbans.gov.uk","fact alone"," makes","  _Women  ''s"
"ioe.ac.uk","on how the body"," makes","  cholesterol"
"rhs.org.uk","Agency)"," makes","  suggestions"
"allotment.org.uk","''s scene"," makes","  sense  : Major"
"geos.ed.ac.uk",". And it"," makes","  sense  . How"
"sitcom.co.uk","("" A "") who"," makes","  work"
"taxfreegold.co.uk","Al-Azzawi,"," makes","  light  of these"
"skuds.co.uk",". If an SME"," makes","  claims  under"
"mqmagazine.co.uk","not only"," makes","  detection"
"rvc.ac.uk",". Which"," makes","  sense  , as she"
"cnetwork.co.uk","IP > stacks"," makes","  sequence"
"forum.digitalspy.co.uk","bodkin That"," makes","  calamity  of so"
"www3.open.ac.uk","legally"," makes","  use  of a"
"cpgb.org.uk","of the future"," makes","  student"
"kierenmccarthy.co.uk","rates"," makes","  sense  both at"
"eatwell.gov.uk","stature that"," makes","  Innocents  a"
"greenparty.org.uk","refugees and"," makes","  connections"
"consumerdirect.gov.uk","Jesus to come"," makes","  sense  . And yet"
"cabe.org.uk","? this is what"," makes","  food  taste?"
"cabe.org.uk","adding colour"," makes","  food  look more"
"cygnus-books.co.uk",", the HGC"," makes",""
"cygnus-books.co.uk","concerns and"," makes",""
"tdwaterhouse.co.uk","policy"," makes","  audiences"
"spartacus.schoolnet.co.uk","also"," makes","  sense  when"
"bubl.ac.uk","which"," makes","  options"
"news.zdnet.co.uk","... you know it"," makes","  sense  dear..."
"rvc.ac.uk","and where it"," makes","  sense  , expand"
"observer.guardian.co.uk","16:20 Juninho"," makes","  way  for young"
"city.ac.uk","at Work Act"," makes","  employers"
"cpgb.org.uk",". It also"," makes","  provision  for"
"cpgb.org.uk","1 of Schedule 2"," makes","  amendments  to"
"ukwhitegoods.co.uk","everything"," makes","  sense  and"
"ukwhitegoods.co.uk","offer that"," makes","  people  ''s"
"dfid.gov.uk","","makes","  students  more"
"mqmagazine.co.uk","and"," makes","  use  of proven"
"cnetwork.co.uk","to this God"," makes","  sense  . He is"
"cnetwork.co.uk","way? What"," makes","  prayer  work?"
"kierenmccarthy.co.uk","of the game and"," makes","  sense  when you"
"defra.gov.uk","- this"," makes","  reading  ,"
"dca.gov.uk","pigment that"," makes","  tomatoes  red."
"squaremeal.co.uk","Samuel What"," makes","  things  worse"
"teentoday.co.uk","us that God"," makes","  distinctions"
"heacademy.ac.uk","anything that"," makes","  people"
"somewhere.org.uk","1 of the Act"," makes","  provision  for"
"i-sis.org.uk",". It only"," makes","  sense  to use"
"i-sis.org.uk","or poster that"," makes","  use  of this"
"fishandfly.co.uk","3. The Bill"," makes","  provision  for"
"fishandfly.co.uk",". This clause"," makes","  amendments  ,"
"mfiles.co.uk",", that"," makes","  computers  a"
"sundaymail.co.uk","new section"," makes","  provision  as"
"sundaymail.co.uk",") the document"," makes","  provision  for"
"sundaymail.co.uk",") the document"," makes","  provision  for"
"roadrunnerrecords.co.uk","election, it"," makes","  sense  to stand"
"televisionheaven.co.uk","which"," makes","  peace"
"bupa.co.uk","work, which"," makes","  use  of the"
"tandf.co.uk","that"," makes","  things  easier"
"sundaymail.co.uk","(which"," makes","  file  sizes"
"action-tv.org.uk","spirits and"," makes","  work  fun. Best"
"sanger.ac.uk","Dung, which"," makes","  sense  , and all"
"spartacus.schoolnet.co.uk",", ''Conscience"," makes","  cowboys  of us"
"society.guardian.co.uk",", PSItanium"," makes","  psychics  more"
"kent.ac.uk","3. The Bill"," makes","  provision  for"
"durham21.co.uk","speed, what"," makes","  leaders"
"paramedic.org.uk","if Microsoft"," makes","  XPS  free and"
"chm.org.uk","post. Thanks."," Makes","  yer  think,"
"bgsnet.org.uk","that"," makes","  people"
"filmfocus.co.uk","Huw Davies"," makes","  £100  go"
"neptunepinkfloyd.co.uk","? Find out what"," makes","  postgraduate"
"cheng.cam.ac.uk",", and then"," makes","  application"
"spamfo.co.uk",". This not only"," makes","  sense  for the"
"nta.nhs.uk","designs and"," makes",""
"greenparty.org.uk",". I hope this"," makes","  sense  ,"
"greenparty.org.uk",", if that"," makes","  sense  . REPLY"
"greenparty.org.uk","phrase that"," makes","  sense  , purely"
"richmond.gov.uk",". That"," makes","  sense  since"
"richmond.gov.uk",", meekness"," makes","  sense  . That"
"femalefirst.co.uk","severe, as it"," makes","  ID  much more"
"www3.open.ac.uk","in the soil"," makes","  crop"
"cpgb.org.uk",". ) The report"," makes",""
"holdthefrontpage.co.uk","and this"," makes","  systems  ,"
"bized.ac.uk","only"," makes","  sense  if"
"catalystmagazine.org.uk",". It obviously"," makes","  sense  for a new"
"paulflynnmp.co.uk","''s going? I am """," makes","  sense  . Put the"
"projects.ex.ac.uk","earth that"," makes","  life"
"tate.org.uk","freedom. He"," makes","  provision  for"
"hm-treasury.gov.uk","which often"," makes","  behaviour"
"wessexscene.co.uk","Roger Hiorns"," makes","  works  of art"
"gimbo.org.uk","inevitably"," makes","  things  happen"
"zdnet.co.uk","for reform,"," makes","  reform"
"mailman.ic.ac.uk","feeling that"," makes","  scientists"
"railscot.co.uk","dream that"," makes","  humanity"
"theregister.co.uk","University"," makes","  facilities"
"dvdtimes.co.uk","that"," makes","  decisions  by"
"futurelab.org.uk","the adversary"," makes","  decisions  and"
"futurelab.org.uk","as technology"," makes","  systems  more"
"socialistunitynetwork.co.uk","","makes","  friends--At"
"socialistunitynetwork.co.uk","","makes","  something"
"ncl.ac.uk",". Now Paul"," makes","  sense  . We"
"ncl.ac.uk","for Jesus"," makes","  sense  . As all"
"news.cnet.co.uk","children, it"," makes","  sense  to take"
"sanger.ac.uk","that"," makes","  sense  . > and"
"youngminds.org.uk","to top So it"," makes","  sense  for"
"refer.nhs.uk","message also"," makes","  use  of the"
"refer.nhs.uk","The page"," makes","  use  of a single"
"acegamez.co.uk",". SPC"," makes","  use  of"
"skuds.co.uk","1918-22. This"," makes","  sense  in"
"euro.gov.uk","on Linux 2.4"," makes","  use  of a"
"casi.org.uk","of Health"," makes","  funding"
"bjhc.co.uk","gadget that"," makes","  text"
"televisionheaven.co.uk","wind power"," makes","  sense  ."
"action-tv.org.uk","as he"," makes","  decisions  ."
"arrivatrainswales.co.uk","feet, which"," makes","  ulcers  more"
"darlington.gov.uk","and low cost"," makes","  rain"
"maplin.co.uk","the adversary"," makes","  decisions"
"computerarts.co.uk",", which"," makes","  life  easier if"
"defra.gov.uk","[ 4 ] that"," makes","  nonsense  of"
"wdm.org.uk",", but only if it"," makes","  sense  for the"
"archive.food.gov.uk","cover and"," makes","  target"
"parkinsons.org.uk","institute. It"," makes","  people  want to"
"poetrysociety.org.uk",". It therefore"," makes","  sense  to stick"
"crossrhythms.co.uk","world. What"," Makes","  ASM"
"crossrhythms.co.uk","areas. What"," makes","  helicopters"
"enm.bris.ac.uk",", the plan"," makes","  sense  by"
"news.bbc.co.uk","''s, in which he"," makes","  Soc  respond to"
"thegoodwebguide.co.uk","Dark, that he"," makes","  claims  about a"
"english-heritage.org.uk","It is this that"," makes","  winter  so"
"mark-twain.classic-literature.co.uk",", what"," makes","  cross  site"
"rhs.org.uk",". Where it"," makes","  sense  to use"
"rhs.org.uk","where it"," makes","  sense  to do so."
"jncc.gov.uk","a company that"," makes","  telescopes"
"bized.ac.uk","playfully"," makes","  references  to"
"consumerdirect.gov.uk","Esperanto. It"," makes","  people  feel"
"lists.grok.org.uk",", then that"," makes","  life  more"
"shop.earthscan.co.uk","music"," makes","  Surge  the best"
"users.ox.ac.uk","terrain that"," makes","  use  of"
"users.ox.ac.uk","the team that"," makes","  contact"
"robert-louis-stevenson.classic-literature.co.uk","that still"," makes","  millions  of"
"theregister.co.uk",": Spectator"," makes","  cartoon"
"bwpics.co.uk","the employer"," makes","  payments"
"forums.ebay.co.uk","House of Lords"," makes","  amendments  ,"
"janus.lib.cam.ac.uk","form, eczema"," makes","  skin  dry, hot"
"ucisa.ac.uk",", and it"," makes","  sense  ,"
"ariadne.ac.uk",". The book"," makes","  use  of much"
"tate.org.uk","an employer"," makes","  payments  to"
"jncc.gov.uk","who"," makes","  slippers  for a"
"cain.ulst.ac.uk",": 17. Chapter 1"," makes","  changes  to the"
"cain.ulst.ac.uk","Chapter also"," makes","  changes  to"
"cain.ulst.ac.uk","Chapter also"," makes","  changes  in"
"cain.ulst.ac.uk","20. Chapter 4"," makes","  provision  for"
"cain.ulst.ac.uk","6 of the Bill"," makes","  changes  in"
"cain.ulst.ac.uk","34. Clause 2"," makes","  provision  for"
"www3.open.ac.uk","Everett)"," makes","  plans  to usurp"
"bnp.org.uk","this example"," makes","  use  of"
"undiscoveredscotland.co.uk",". The course"," makes","  use  of some"
"irr.org.uk","psyche - that"," makes","  someone  want"
"wdm.org.uk","feet. Monika"," makes","  light  of her"
"socialistunitynetwork.co.uk","that"," makes","  gambling  more"
"number-10.gov.uk","service that"," makes","  use  of"
"ff1600.co.uk","2 and 3"," makes","  provision  to"
"duxford.iwm.org.uk","Chat - Barry"," makes","  history"
"archive.food.gov.uk","leadership"," makes","  concession"
"mfiles.co.uk","[ 9 ]. Excite UK"," makes","  use  of the + ("
"mfiles.co.uk","Excite UK also"," makes","  use  of"
"cgi.ebay.co.uk","Chat - Barry"," makes","  history"
"iq.lycos.co.uk","(and why)? Who"," makes","  decisions"
"www3.open.ac.uk","and"," makes",""
"kent.ac.uk","transfers, it"," makes","  sense  for them"
"kwintessential.co.uk","get food. War"," makes","  monsters  of us"
"pcanswers.co.uk","of stupidity."," Makes","  sense  , that ''s"
"sport.guardian.co.uk",". Detroit"," makes","  cars  that are"
"eduserv.org.uk","campaigner"," makes","  film"
"futuremovies.co.uk","CHS chain who"," makes","  decisions"
"somethingjewish.co.uk","1 of the Act"," makes","  provision  for"
"chm.org.uk",", really? What"," makes","  people  do"
"rejesus.co.uk","occasionally"," makes","  guest"
"rhs.org.uk","the world that"," makes","  weapons  . "" In"
"undiscoveredscotland.co.uk","The interface"," makes","  use  of normal"
"arts.guardian.co.uk","of logic it"," makes","  sense  . In fact"
"mfiles.co.uk","; it often"," makes","  sense  to"
"blogs.guardian.co.uk","program. It"," makes","  use  of a"
"users.ox.ac.uk","holiday that"," makes","  people  do"
"developments.org.uk","is that it"," makes","  locality  even"
"taxfreegold.co.uk","so dark that it"," makes","  bird  watching"
"ess.uwe.ac.uk","you, He"," makes","  changes  in"
"archinet.co.uk","texts, so he"," makes","  observations"
"onlinedmc.co.uk","of your body"," makes","  life  more"
"ariadne.ac.uk","model"," makes","  provision  for"
"ariadne.ac.uk","Care Bill"," makes","  provisions"
"holdthefrontpage.co.uk","media is what"," makes","  readers  buy a"
"holdthefrontpage.co.uk","really"," makes","  everything"
"i-sis.org.uk","Office. ECM"," makes","  schools  the"
"guilfest.co.uk","Unemployment"," makes","  people"
"guilfest.co.uk",". Inequality"," makes","  everyone"
"futurelab.org.uk","Janet Leigh"," makes","  cameo"
"rvc.ac.uk","''s report"," makes","  splash  for"
"richmond.gov.uk","pressure and"," makes","  businesses"
"cpgb.org.uk","with what"," makes","  life"
"kingston.gov.uk","","makes","  sense  ,"
"eprints.gla.ac.uk","way. Our hero"," makes","  friends  with a"
"bjhc.co.uk","the latter"," makes","  sense  . It"
"bjhc.co.uk","sense. It"," makes","  sense  in that"
"pcanswers.co.uk","site â? ? this"," makes","  sense  in"
"spartacus.schoolnet.co.uk",". The report"," makes",""
"incore.ulst.ac.uk",", where he"," makes","  friends  with a"
"nwda.co.uk","bags, it"," makes","  sense  to pack"
"watford3r-pct.nhs.uk","who wants to"," makes","  videos  and"
"overclock.co.uk",". Of course, it"," makes","  sense  why, in"
"patent.gov.uk","society, only"," makes","  things  worse."
"rhs.org.uk","2005. Lucas"," makes","  sculptures"
"cpgb.org.uk","work,"," makes","  work  pay and"
"ariadne.ac.uk","a box that"," makes","  humans"
"kent.ac.uk","age, whoever"," makes","  Dictaphones"
"projects.ex.ac.uk",", which"," makes","  brands  such as"
"eduserv.org.uk","here"," makes","  use  of the VRVS"
"chester.ac.uk","culture which"," makes","  people  feel"
"soulwalking.co.uk","generally"," makes","  way  for"
"earthfirst.org.uk","the charter"," makes","  provision  for"
"thisistravel.co.uk",". That only"," makes","  sense  if you"
"gtce.org.uk","that"," makes","  people"
"publications.parliament.uk","Big Brother"," makes","  LOT  of"
"publications.parliament.uk","when someone"," makes","  complaints"
"genuki.org.uk","system that"," makes","  work  pay. And I"
"televisionheaven.co.uk",", but also"," makes","  room  for the"
"crystal.dircon.co.uk",". hope that"," makes","  things"
"socialistunitynetwork.co.uk","be honest, it"," makes","  sense  to use"
"fishandfly.co.uk","that muck"," makes","  power  . Now the"
"lrb.co.uk","data sources,"," makes","  comparisons"
"action-tv.org.uk","often"," makes","  life"
"action-tv.org.uk","often"," makes","  life"
"doc.ic.ac.uk","Europe, so it"," makes","  sense  for us to"
"leeds.gov.uk","single market"," makes","  sense  and"
"leeds.gov.uk","where it"," makes","  sense  to do so;"
"lists.grok.org.uk","3 (which"," makes","  provision  for"
"bupa.co.uk",". It certainly"," makes","  sense  to have a"
"railscot.co.uk","factory"," makes","  products  that"
"bnp.org.uk","'' routers"," makes","  sense  in today"
"pparc.ac.uk","Matthews as he"," makes","  friends  with"
"gimbo.org.uk","to say, "" Fear"," makes","  people  act in"
"burnyourbonus.co.uk","before doing"," makes","  sense  . Tony"
"crystal.dircon.co.uk",", each evening"," makes","  use  on some of"
"tiscali.co.uk",". '' The request"," makes","  sense  . It is"
"gimbo.org.uk","gifts. This"," makes","  sense"
"huntinginquiry.gov.uk","them - and"," makes","  capitalism"
"orangeprize.co.uk","the table"," makes","  sense  when"
"orangeprize.co.uk","page still"," makes","  use  of layout"
"orangeprize.co.uk","still"," makes","  sense  without"
"orangeprize.co.uk","markup that"," makes","  users"
"cain.ulst.ac.uk","the blood. It"," makes","  cholesterol"
"somethingjewish.co.uk",". The skin"," makes","  vitamin  D -"
