"corpus","ukwac"
"subcorpus","-"
"concordance size","12878"
"query","Query:[lc=""made"" | lemma_lc=""made""][lc=""of"" | lemma_lc=""of""];Positive filter (excluding KWIC):1 1 1 [tag=""Nc.*""];GDEX:100 "
"phrases.org.uk","have children"," made of","  wax  ? Akimbo"
"defra.gov.uk","building to be"," made of","  metal  and"
"bnp.org.uk","for planets"," made of","  gas  , such as"
"brianmac.demon.co.uk","wheels"," made of","  metal  , with"
"seniorsnetwork.co.uk","building was"," made of","  timber  and"
"painsupport.co.uk","and mention is"," made of","  hunting  stags"
"bnp.org.uk","capsid (coat)"," made of","  protein  . (An"
"netribution.co.uk","living in huts"," made of","  twigs  covered"
"foe.co.uk","have been"," made of","  bryophytes  ,"
"uklug.co.uk","''Cure Guns ''"," made of","  metal  , and"
"uklug.co.uk","''Cure Guns ''"," made of","  metal  , and"
"news.bbc.co.uk","she has"," made of","  progress  in"
"jr2.ox.ac.uk","but he were not"," made of","  iron  himsel ''."
"news.bbc.co.uk","all money was"," made of","  gold  , there"
"news.bbc.co.uk","minting coins"," made of","  gold  and"
"youngminds.org.uk","was no mention"," made of","  anyone  else"
"brianmac.demon.co.uk","of a palace"," made of","  crystal  which"
"hants.gov.uk",", one comment"," made of","  visitor"
"poetrysociety.org.uk","no longer"," made of","  ivory  , wood,"
"visitsouthwest.co.uk","themselves"," made of","  uranium  238 is"
"number-10.gov.uk","cm long and are"," made of","  pine  , poplar,"
"number-10.gov.uk",". Pipes are"," made of","  reed  , bone and"
"number-10.gov.uk","''s Pipe is"," made of","  maple  , willow"
"number-10.gov.uk","songs. It is"," made of","  gourd  , and can"
"number-10.gov.uk","instrument"," made of","  wood  . It was"
"number-10.gov.uk","cm long pipe"," made of","  willow  bark,"
"number-10.gov.uk","pipe, and is"," made of","  maple  . The"
"imperial.ac.uk","use will be"," made of","  mediation"
"netdoctor.co.uk","though butter"," made of","  milk  from cows"
"spartacus.schoolnet.co.uk","weapons"," made of","  smallpox"
"southbucks.gov.uk","? and a? grange"," made of","  slate  . ?"
"wessexscene.co.uk","gate partly"," made of","  rails  at"
"futurelab.org.uk","credentials"," made of","  cardboard  and"
"overclock.co.uk",". A life jacket"," made of","  rubber  or"
"shop.earthscan.co.uk","new boats are"," made of","  fibre  . The old"
"poetrysociety.org.uk","to be"," made of","  enemy"
"bjhc.co.uk",". No mention is"," made of","  support  for"
"opsi.gov.uk","buildings"," made of","  asbestos"
"eprints.gla.ac.uk","1221. "" Bridge"," made of","  logs  ""."
"sussex.ac.uk","if the most is"," made of",""
"brookes.ac.uk","are usually"," made of","  clay  or"
"pressies4princesses.co.uk","to ceilings"," made of","  glass  . Of"
"number-10.gov.uk","she has"," made of","  reports  of"
"spartacus.schoolnet.co.uk","as if it ''s"," made of","  glass  ! It"
"eprints.gla.ac.uk","use is"," made of","  seminars  ,"
"jr2.ox.ac.uk","necklace"," made of","  stone  beads."
"netdoctor.co.uk","to a device"," made of","  metal  mesh"
"undiscoveredscotland.co.uk","to be"," made of","  enemy"
"futuremovies.co.uk","car park to be"," made of","  concrete  , do"
"imperial.ac.uk","coins, but"," made of","  silver  and"
"ess.uwe.ac.uk",". This film is"," made of",""
"rhs.org.uk","cabins. One,"," made of","  glass  (opaque"
"spartacus.schoolnet.co.uk",", bosom "" dots """," made of","  coal  or"
"burnyourbonus.co.uk","Church"," made of","  slogans  and"
"catholic-ew.org.uk","mention was"," made of",""
"huntinginquiry.gov.uk","and masks"," made of","  wood  . This is"
"projects.ex.ac.uk","the demands"," made of","  staff  and"
"burnyourbonus.co.uk","he has"," made of","  comments  made"
"durham21.co.uk","cradle"," made of","  boughs  lashed"
"netlawman.co.uk","'' tampons,"," made of","  cotton  or"
"skuds.co.uk","into a bed"," made of","  quartz"
"paulflynnmp.co.uk","feet long and"," made of","  cast  iron) was"
"tate.org.uk","towed glider)"," made of","  wood  without"
"radioandtelly.co.uk","Pharmas have"," made of","  patients  ''"
"lse.ac.uk",". It was in fact"," made of","  brass  , and its"
"sitcom.co.uk","use seems to be"," made of","  agency"
"i-sis.org.uk","design?"," Made of","  resin  ? Size:"
"theregister.co.uk","as if they were"," made of","  glass  , her"
"starlink.rl.ac.uk","had plates"," made of","  pewter  . Food"
"developments.org.uk","in houses"," made of","  garbage"
"dca.gov.uk","itself a body"," made of","  light  ! O earth"
"hmrc.gov.uk","Despite being"," made of","  vinyl  , Martin"
"dur.ac.uk","completely"," made of","  asbestos  , so"
"birdtours.co.uk","bar (i. e. it ''s"," made of","  bricks  and has"
"spartacus.schoolnet.co.uk","reality. Is it"," made of","  paint  or of"
"customs.hmrc.gov.uk",". Its body is"," made of","  plum-pudding"
"poetrysociety.org.uk","that might be"," made of",""
"bized.ac.uk","with walls"," made of","  sound  ."
"bized.ac.uk","ceiling are"," made of","  light  and the"
"bized.ac.uk","the walls are"," made of","  sound  . ''When"
"cpgb.org.uk","deck, custom"," made of","  fabric  and"
"users.ox.ac.uk","in form and"," made of","  copper  . It"
"users.ox.ac.uk","stills. Being"," made of","  copper  they"
"sport.guardian.co.uk","world is"," made of","  differences"
"union.ic.ac.uk","great play was"," made of","  indexes  of"
"orangeprize.co.uk","that it was"," made of","  bell-metal  . A"
"thegoodwebguide.co.uk","''s Wall is"," made of","  stone  and only"
"cf.ac.uk","fly he ties is"," made of","  hare  ''s ear fur"
"presentationhelper.co.uk","of holes and"," made of","  nothing  more"
"presentationhelper.co.uk","as if they were"," made of","  metal  ..."
"forums.ebay.co.uk","578 This one is"," made of","  brass  and"
"pocket-lint.co.uk","of Is the sun"," made of","  iron  ? [ robot ]"
"passiondiscs.co.uk","uses"," made of","  cathedrals  by"
"guardian.co.uk","design"," made of","  lace  or"
"guardian.co.uk","design"," made of","  lace  or"
"netribution.co.uk","and bosses"," made of","  ice  (hint hint"
"city.ac.uk","structure"," made of","  steel  , it"
"chat.dailymail.co.uk","Protein is"," made of","  amino  acids,"
"photo-i.co.uk","up: the moon is"," made of","  cheese  ."
"photo-i.co.uk","bodies are"," made of","  food  ..."
"tate.org.uk","- you must be"," made of","  stone  . An"
"sanger.ac.uk","give anything"," made of","  pigskin  as"
"number-10.gov.uk","world, being"," made of","  partridges  ,"
"socialistunitynetwork.co.uk","] Floor boards"," made of","  wood  must not"
"inminds.co.uk",", Doctor. I ''m"," made of","  iron  . The news"
"somewhere.org.uk","the aeroplane"," made of","  dough  - and the"
"parkinsons.org.uk","survey was"," made of","  factories  and"
"pcanswers.co.uk","pipes are"," made of","  plastic  and"
"arts.guardian.co.uk","is"," made of","  drag  hound"
"jncc.gov.uk","criticism was"," made of","  season  one ''s"
"bitc.org.uk",": coir mats"," made of","  coir  braid"
"chester.ac.uk","small balls"," made of","  clay  . In"
"www2.thny.bbc.co.uk","uses"," made of","  cathedrals  by"
"inminds.co.uk","in India, only"," made of","  straw  . Got"
"kwintessential.co.uk","structure"," made of","  steel  , it"
"socialistunitynetwork.co.uk","contrivance"," made of","  wood  canvas"
"youngminds.org.uk","worship a calf"," made of","  gold  , but we"
"ioe.ac.uk","and sauce"," made of","  water  , flour,"
"ioe.ac.uk",": pudding,"," made of","  suet  and fine"
"tyndale.cam.ac.uk","Bhang, a drink"," made of","  yoghurt  and"
"athelstane.co.uk","and the most is"," made of","  features  and"
"paulflynnmp.co.uk","be given gifts"," made of","  leather  . ?"
"birdtours.co.uk","Protein is"," made of","  amino  acids,"
"foe.co.uk","by being"," made of","  glass  or a"
"casi.org.uk","structure"," made of","  steel  , it"
"ticketmaster.co.uk","faucet isn''t"," made of","  metal  ..."
"futurelab.org.uk",", both the ones"," made of","  metal  and the"
"futurelab.org.uk","and the ones"," made of","  flesh  . It was"
"cs.bham.ac.uk",". Mojo is"," made of","  sock  and"
"bjhc.co.uk","mention is"," made of","  areas  of land"
"euro.gov.uk","uses"," made of","  cathedrals  by"
"bubl.ac.uk",", a tabula is"," made of","  potatoes  . A"
"bubl.ac.uk","objects were"," made of","  clay  ,"
"newswales.co.uk",". The rock is"," made of","  sandstone"
"bized.ac.uk","think you were"," made of","  money  . "" "" Not"
"uklug.co.uk","no mention was"," made of","  watches  . That"
"bwpics.co.uk","root, was"," made of","  latex  with a"
