"corpus","ukwac"
"subcorpus","-"
"concordance size","23504"
"query","Query:[lc=""used"" | lemma_lc=""used""][lc=""by"" | lemma_lc=""by""];Positive filter (excluding KWIC):1 1 1 [tag=""Nc.*""];GDEX:100 "
"thenortheast.fsnet.co.uk","Code has been"," used by","  millions  of"
"cs.nott.ac.uk","service"," used by","  individuals  ,"
"britishhighcommission.gov.uk","facts"," used by","  employer  ."
"teachers.org.uk","; this can be"," used by","  extensions  to"
"teachers.org.uk","scope can be"," used by","  methods  , as"
"ml-consult.co.uk","DHS). JRIES is"," used by","  police"
"tl2000inquiry.org.uk","system is"," used by",""
"retirement-matters.co.uk","which could be"," used by","  ministers  and"
"hysteria-lives.co.uk","that can be"," used by","  anyone  ."
"huddersfield1.co.uk",", inherited)"," Used by","  emulation"
"cedr.co.uk","this well was"," used by","  pilgrims  on"
"go-newfocus.co.uk","that may be"," used by","  teams  or the"
"ypressalient.co.uk","argument"," used by","  supporters  of"
"trichotillomania.co.uk","same as those"," used by","  tobacco"
"railart.co.uk","the bark. It is"," used by","  artists  ,"
"thamesweb.co.uk",". It is usually"," used by","  people  who do"
"artangel.co.uk","instrument"," used by","  banks  and"
"greatplaces.org.uk","BioEthanol (","used by","  petrol  cars)"
"debate.org.uk","","used by","  dog  clubs to"
"spidercox.co.uk","and readily be"," used by","  people  of all"
"cistercian-way.newport.ac.uk","report widely"," used by","  hunting"
"res.org.uk",". The range is"," used by","  RAF  , USAF and"
"exposure.co.uk","? Common terms"," used by","  translation"
"exposure.co.uk","common terms"," used by","  translation"
"exposure.co.uk","dictionary"," used by","  translators"
"whitedragon.org.uk","Base which is"," used by","  contact"
"ukge.co.uk","year and is now"," used by","  school"
"history.kessler-web.co.uk","technologies"," used by","  WaterAid  in"
"wightchurches.co.uk","and as such is"," used by","  children  the"
"missiedith.bentbacktulips.co.uk","that was then"," used by","  others  to form"
"missiedith.bentbacktulips.co.uk","subsequently"," used by",""
"lums.lancs.ac.uk","to the left are"," used by","  maintenance"
"lums.lancs.ac.uk","are loops"," used by","  freight"
