relation,instances,vec_diffs1,vec_diffs2,vec_diffs3,vec_diffs4,vec_diffs5,vec_diffs6,vec_diffs7,vec_diffs8,vec_diffs9,vec_diffs10,vec_diffs11,vec_diffs12,vec_diffs13,vec_diffs14,vec_diffs15,vec_diffs16,vec_diffs17,vec_diffs18,vec_diffs19,vec_diffs20,vec_diffs21,vec_diffs22,vec_diffs23,vec_diffs24,vec_diffs25,vec_diffs26,vec_diffs27,vec_diffs28,vec_diffs29,vec_diffs30,vec_diffs31,vec_diffs32,vec_diffs33,vec_diffs34,vec_diffs35,vec_diffs36,vec_diffs37,vec_diffs38,vec_diffs39,vec_diffs40,vec_diffs41,vec_diffs42,vec_diffs43,vec_diffs44,vec_diffs45,vec_diffs46,vec_diffs47,vec_diffs48,vec_diffs49,vec_diffs50,vec_diffs51,vec_diffs52,vec_diffs53,vec_diffs54,vec_diffs55,vec_diffs56,vec_diffs57,vec_diffs58,vec_diffs59,vec_diffs60,vec_diffs61,vec_diffs62,vec_diffs63,vec_diffs64,vec_diffs65,vec_diffs66,vec_diffs67,vec_diffs68,vec_diffs69,vec_diffs70,vec_diffs71,vec_diffs72,vec_diffs73,vec_diffs74,vec_diffs75,vec_diffs76,vec_diffs77,vec_diffs78,vec_diffs79,vec_diffs80,vec_diffs81,vec_diffs82,vec_diffs83,vec_diffs84,vec_diffs85,vec_diffs86,vec_diffs87,vec_diffs88,vec_diffs89,vec_diffs90,vec_diffs91,vec_diffs92,vec_diffs93,vec_diffs94,vec_diffs95,vec_diffs96,vec_diffs97,vec_diffs98,vec_diffs99,vec_diffs100,vec_diffs101,vec_diffs102,vec_diffs103,vec_diffs104,vec_diffs105,vec_diffs106,vec_diffs107,vec_diffs108,vec_diffs109,vec_diffs110,vec_diffs111,vec_diffs112,vec_diffs113,vec_diffs114,vec_diffs115,vec_diffs116,vec_diffs117,vec_diffs118,vec_diffs119,vec_diffs120,vec_diffs121,vec_diffs122,vec_diffs123,vec_diffs124,vec_diffs125,vec_diffs126,vec_diffs127,vec_diffs128,vec_diffs129,vec_diffs130,vec_diffs131,vec_diffs132,vec_diffs133,vec_diffs134,vec_diffs135,vec_diffs136,vec_diffs137,vec_diffs138,vec_diffs139,vec_diffs140,vec_diffs141,vec_diffs142,vec_diffs143,vec_diffs144,vec_diffs145,vec_diffs146,vec_diffs147,vec_diffs148,vec_diffs149,vec_diffs150,vec_diffs151,vec_diffs152,vec_diffs153,vec_diffs154,vec_diffs155,vec_diffs156,vec_diffs157,vec_diffs158,vec_diffs159,vec_diffs160,vec_diffs161,vec_diffs162,vec_diffs163,vec_diffs164,vec_diffs165,vec_diffs166,vec_diffs167,vec_diffs168,vec_diffs169,vec_diffs170,vec_diffs171,vec_diffs172,vec_diffs173,vec_diffs174,vec_diffs175,vec_diffs176,vec_diffs177,vec_diffs178,vec_diffs179,vec_diffs180,vec_diffs181,vec_diffs182,vec_diffs183,vec_diffs184,vec_diffs185,vec_diffs186,vec_diffs187,vec_diffs188,vec_diffs189,vec_diffs190,vec_diffs191,vec_diffs192,vec_diffs193,vec_diffs194,vec_diffs195,vec_diffs196,vec_diffs197,vec_diffs198,vec_diffs199,vec_diffs200,vec_diffs201,vec_diffs202,vec_diffs203,vec_diffs204,vec_diffs205,vec_diffs206,vec_diffs207,vec_diffs208,vec_diffs209,vec_diffs210,vec_diffs211,vec_diffs212,vec_diffs213,vec_diffs214,vec_diffs215,vec_diffs216,vec_diffs217,vec_diffs218,vec_diffs219,vec_diffs220,vec_diffs221,vec_diffs222,vec_diffs223,vec_diffs224,vec_diffs225,vec_diffs226,vec_diffs227,vec_diffs228,vec_diffs229,vec_diffs230,vec_diffs231,vec_diffs232,vec_diffs233,vec_diffs234,vec_diffs235,vec_diffs236,vec_diffs237,vec_diffs238,vec_diffs239,vec_diffs240,vec_diffs241,vec_diffs242,vec_diffs243,vec_diffs244,vec_diffs245,vec_diffs246,vec_diffs247,vec_diffs248,vec_diffs249,vec_diffs250,vec_diffs251,vec_diffs252,vec_diffs253,vec_diffs254,vec_diffs255,vec_diffs256,vec_diffs257,vec_diffs258,vec_diffs259,vec_diffs260,vec_diffs261,vec_diffs262,vec_diffs263,vec_diffs264,vec_diffs265,vec_diffs266,vec_diffs267,vec_diffs268,vec_diffs269,vec_diffs270,vec_diffs271,vec_diffs272,vec_diffs273,vec_diffs274,vec_diffs275,vec_diffs276,vec_diffs277,vec_diffs278,vec_diffs279,vec_diffs280,vec_diffs281,vec_diffs282,vec_diffs283,vec_diffs284,vec_diffs285,vec_diffs286,vec_diffs287,vec_diffs288,vec_diffs289,vec_diffs290,vec_diffs291,vec_diffs292,vec_diffs293,vec_diffs294,vec_diffs295,vec_diffs296,vec_diffs297,vec_diffs298,vec_diffs299,vec_diffs300,vec_diffs301,vec_diffs302,vec_diffs303,vec_diffs304,vec_diffs305,vec_diffs306,vec_diffs307,vec_diffs308,vec_diffs309,vec_diffs310,vec_diffs311,vec_diffs312,vec_diffs313,vec_diffs314,vec_diffs315,vec_diffs316,vec_diffs317,vec_diffs318,vec_diffs319,vec_diffs320,vec_diffs321,vec_diffs322,vec_diffs323,vec_diffs324,vec_diffs325,vec_diffs326,vec_diffs327,vec_diffs328,vec_diffs329,vec_diffs330,vec_diffs331,vec_diffs332,vec_diffs333,vec_diffs334,vec_diffs335,vec_diffs336,vec_diffs337,vec_diffs338,vec_diffs339,vec_diffs340,vec_diffs341,vec_diffs342,vec_diffs343,vec_diffs344,vec_diffs345,vec_diffs346,vec_diffs347,vec_diffs348,vec_diffs349,vec_diffs350,vec_diffs351,vec_diffs352,vec_diffs353,vec_diffs354,vec_diffs355,vec_diffs356,vec_diffs357,vec_diffs358,vec_diffs359,vec_diffs360,vec_diffs361,vec_diffs362,vec_diffs363,vec_diffs364,vec_diffs365,vec_diffs366,vec_diffs367,vec_diffs368,vec_diffs369,vec_diffs370,vec_diffs371,vec_diffs372,vec_diffs373,vec_diffs374,vec_diffs375,vec_diffs376,vec_diffs377,vec_diffs378,vec_diffs379,vec_diffs380,vec_diffs381,vec_diffs382,vec_diffs383,vec_diffs384,vec_diffs385,vec_diffs386,vec_diffs387,vec_diffs388,vec_diffs389,vec_diffs390,vec_diffs391,vec_diffs392,vec_diffs393,vec_diffs394,vec_diffs395,vec_diffs396,vec_diffs397,vec_diffs398,vec_diffs399,vec_diffs400
H_about_M,100,-0.106737,-0.05905001,-0.03597308,0.06857479,-0.04530337,-0.04987544,-0.03517358,-0.04044615,-0.00963848,0.05695448,0.07146444,0.01042503,0.03713667,-0.02070433,-0.02607794,0.11104282,0.00233059,-0.02075145,-0.09105363,-0.06996978,0.00492977,0.07106673,-0.03977492,0.03171566,-0.0037122,-0.00183148000000001,-0.07702572,-0.05952216,-0.02230767,0.01860551,-0.09521699,0.05296763,0.02561968,-0.05878313,-0.03911232,-0.02779426,0.05001172,0.05412893,0.01465601,0.0094244,-0.06210245,-0.02452034,0.03113244,0.04219278,0.07426289,-0.00913942,0.00339047,0.02401726,-0.01696111,-0.00657835,-0.00290269999999999,0.08240864,-0.00743569,0.0552214,0.02014351,-0.09573899,0.07150836,-0.00455171,0.04890365,-0.07176968,0.00353951,0.00343005,0.08674008,0.03056246,0.01623849,-0.02796211,-0.04233796,0.07578159,-0.01442176,-0.00673421,-0.00738960000000001,-0.0585991,-0.03675385,-0.00821296,-0.00404517,-0.01638922,-0.02739784,-0.02697166,-0.10152129,0.07401495,0.04504219,-0.0731509,-0.01685577,0.03781742,-0.02342401,0.07687723,-0.00855902,0.02004522,0.01243668,-0.01269953,0.03838726,-0.00683937000000001,0.02336414,0.05480066,-0.00445626999999999,0.01119984,0.02567462,0.01091992,-0.03670509,0.00986497,-0.02712209,0.03844809,0.0304634,0.03899262,-0.09726985,0.0055644,-0.01463013,0.11117684,-0.03827871,-0.06245095,0.05726003,0.03908797,-0.01455855,0.00697516,-0.00771723,-0.06098777,0.01437078,-0.08214783,0.00967382999999999,0.04168758,0.03991022,0.01731966,0.06008245,-0.01442359,0.05370494,0.08679871,-0.04666696,0.01950242,-0.01074337,-0.02101191,-0.04247741,0.00925454,0.0667441,0.05840367,-0.04712061,0.06463523,-0.04586638,0.0308171,-0.04764812,0.06099294,-0.0628286,0.07280466,0.00953045,-0.04158665,0.08624037,-0.04937764,-0.00403217,-0.06996863,0.03036933,0.0073921,0.05479395,-0.07248969,0.0765013,0.03796829,0.05448188,0.05549815,0.02402526,-0.04112174,-0.02683235,-0.00715925,0.01241116,-0.05015809,0.06590984,0.10953705,-0.12806139,-0.01156155,-0.08527199,0.01688718,-0.06458404,-0.02667141,-0.04043373,-0.01551324,0.04865207,-0.02030259,-0.00455825,0.00493203,-0.12618011,-0.00154835,-0.02880405,0.08731179,0.07329721,-0.00769739,-0.11749039,0.02643188,-0.02105945,-0.02017395,0.02674712,-0.06424253,0.02253751,0.04143671,-0.08469827,-0.02604968,-0.0206288,0.02159057,-0.00305585,0.01688972,-0.067078,-0.03387277,-0.00786525,0.0053211,-0.01154838,0.01127239,0.05405964,0.000110120000000001,-0.00491306,-0.04239984,0.01691023,-0.02007252,-0.05288184,-0.04165748,0.04708359,-0.02041996,-0.05702574,0.00356931,0.10653123,0.00662092,-0.03763013,0.03951355,-0.00283961999999999,-0.02360516,0.01427731,0.00244783,0.0958068,-0.01105933,-0.10341693,0.0569166,-0.00666223999999999,0.00916799,0.07921875,0.05959458,-0.03592219,-0.1177807,-0.00628897999999999,-0.0548732,-0.00209613,0.02984911,-0.0226146,-0.03308966,-0.05382717,-0.04269272,-0.03978796,-0.0352415,-0.08227765,0.01014647,-0.03626026,-0.02264393,-0.07302924,-0.02274391,-0.1200629,0.0236107,-0.03947256,-0.02829523,0.03720223,-0.04826811,0.00634149,-0.00172977,-0.0888733,-0.05736622,-0.08948569,0.12860815,-0.03514233,-0.05312248,-0.04319888,-0.03016562,0.06658997,-0.03051042,0.09559401,0.02098417,-0.01397654,0.00135859000000001,-0.07166508,0.07481482,-0.09869183,-0.02602062,-0.00345815999999999,-0.01207914,0.06303205,0.0213368,0.06741391,-0.099195,0.07583389,0.03818694,-0.03953179,-0.06687132,-0.02381399,-0.02665533,-0.05842078,-0.02662792,-0.11128406,-0.00261312999999999,-0.01277254,-0.04548332,0.02415509,0.02595035,0.07381547,0.02754671,-0.08221838,0.00728752,-0.01975528,-0.05491131,0.08125408,-0.01332768,-0.04530963,0.0258493,0.00197264,-0.0027882,0.01801322,-0.0111604,-0.04263955,0.03425169,-0.10246339,-0.01312684,-0.02268175,0.04282993,0.03768324,0.00318388,-0.11034596,-0.02779944,0.04280058,0.03368327,0.07494005,-0.07407332,0.05220068,-0.02786025,-0.05881439,0.00275902,-0.03291713,-0.02569575,0.04511979,-0.01313108,-0.06371661,0.04633449,-0.07318262,-0.04935044,0.03600734,0.08181722,0.02367815,-0.02939617,-0.02698757,0.03904877,0.00129449,-0.02875561,0.02568461,-0.01927403,-0.01900854,0.01322314,-0.01773033,0.04389176,-0.06978796,-0.12664045,0.06989876,-0.0270697,-0.00451954,0.00418269,-0.03759862,0.08284723,-0.01681406,0.10537392,0.05223315,-0.03004133,0.07372048,0.05450298,0.04116036,-0.01608134,-0.01288634,0.00156728,0.05883649,0.05707437,0.0090623,-0.02496795,0.02194053,0.01651202,0.000853959999999998,0.04174251,-0.00180938999999999,0.04066057,-0.05163706,-0.00937252,-0.05410229,-0.06756016,-0.03742475,-0.02349794,0.06677888,-0.00234428,-0.0742191,-0.04321093,-0.03237787,0.01865846,-0.00240145,0.03504669,-0.02094543,0.01550545,0.00124703,-0.01753529,0.09234634,-0.06461391,-0.04426176,0.08334896,-0.04940726,0.03599533
H_by_M,100,-0.04126148,0.00861071999999999,-0.04722239,-0.01853483,-0.02401579,-0.006996,-0.01465239,-0.00856784,-0.03361394,-0.00555594999999999,-0.03513276,0.01965131,0.01482998,-0.00732642,-0.01103343,-0.00620906,0.0452739,0.02091412,-0.01895828,-0.05332439,0.00260026,0.00811443,-0.02939799,-0.01728041,-0.0379251,0.00513495,-0.01575466,-0.00778216,-0.05805854,-0.02618215,0.00540791,0.02123088,-0.01806872,-0.04184501,0.04099522,0.02905379,-0.00470487,-0.00857872000000001,-0.01006979,0.02840353,-0.03663068,-0.01494281,-0.00712652,-0.01483741,0.04560229,-0.02429384,-0.01837584,0.00723782,0.01803488,-0.01899048,0.00965545,-0.02492713,-0.03115041,0.000142669999999999,-0.01401117,-0.03857664,-0.02593172,-0.04621668,-0.0371978,-0.05107598,-0.00454031,0.00284875,0.00595671,0.03598854,0.05187342,-0.04127439,-0.01012528,0.0016875,-0.01100482,-0.00661968,-0.00721224999999999,0.00526233,0.00333868,-0.02903899,-0.05785687,-0.02431215,-0.00834291,-0.00993009,-0.02163911,0.039278,-0.01670586,0.01179336,-0.01218954,0.03032357,0.00513298,0.000529229999999996,0.02410721,-0.04653275,0.02415486,-0.01478355,0.06476214,0.06009857,0.02704533,0.0372721,-0.00928259,-0.03697157,-3.60399999999991e-05,-0.01815919,-0.02351135,0.01637072,-0.05772093,0.01238945,0.000712130000000002,-0.00192868,0.00264913,0.00329206,0.01213455,-0.00105014,0.03357352,0.01303856,-0.00643298,0.04547014,0.000884319999999998,-0.01825298,-0.00694468999999999,-0.00943785,-0.00742203,-0.00321636,-0.00426631000000001,0.00437529000000001,0.01272227,0.00530571,0.02274165,-0.04870763,0.01459036,0.01724184,-0.01280764,0.01347954,-0.04203895,0.04462378,0.0076823,-0.01046172,-0.01862231,0.01401184,0.0116749,-0.01867183,0.02655326,0.01843529,0.03801429,-0.02380356,-0.01535129,-0.0433147,0.02021559,0.00447786,-0.01789642,-0.0118556,0.0137232,0.00990661,0.02396392,-0.00324939,0.00570628999999999,0.02664981,0.06890157,-0.03017237,-0.00140030000000001,-0.00828516,0.02742092,0.01245993,0.07386491,-0.01492571,-0.04832819,0.000272950000000001,-0.01958595,0.02837523,0.02932682,0.00285434,0.03454613,-0.00136162,-0.00399287,0.02881552,0.04073858,0.0314104,-0.00648418,0.01647216,-0.02344094,0.02402729,-0.03041193,-0.00645572,-0.01487119,0.05782819,0.00201435,0.03263115,-0.01955271,0.01357457,-0.05430106,0.01600418,0.00501544999999999,0.01089655,0.01056812,-0.00881435,-0.01469651,-0.03540542,0.02739077,0.0349683,-0.00666183,0.03833851,-0.01253057,-0.00897129000000001,-0.04078308,-0.0074421,0.00583736,-0.05220348,-0.0334905,-0.02037552,0.01798169,0.00392599,-0.00117369,0.01546679,0.04205715,0.02126676,0.0341135,-0.02337741,-0.01363938,0.01036428,-0.02087122,-0.03134644,-0.02581182,-0.03438253,-0.04619483,-0.04513516,0.03917864,0.00299783,0.02062892,0.04114942,-0.02040131,-0.01046309,-0.01613374,0.01352534,-0.0166614,0.03611852,0.05087314,0.02835708,-0.06184368,-0.0136761,0.04702258,0.02524852,0.03262811,-0.011697,0.00865753,-0.02731165,-0.01828772,0.01287312,0.02938989,-0.01643297,-0.04309722,-0.00886076,-0.0160846,-0.03157629,-0.04798131,0.03041908,-0.02255277,0.02931422,0.01212201,-0.00207301,0.0278655,-0.02898,-0.00782056,0.00494915999999999,0.01814656,-0.02892193,-0.02343763,-0.0599022,-0.00700788,0.004648,-0.04764157,0.00242153999999999,-0.01095577,0.0038114,0.0040493,-0.00629609,0.00677436999999999,0.03624932,-0.01027563,-0.00384994,0.07189286,0.04031349,-0.02979337,-0.06188547,0.02471986,0.04154821,0.00326627,0.02595373,-0.03709172,-0.03133504,-0.02942161,-0.04411977,0.0221383,-0.03140935,-0.0020628,-0.00218931,-0.00965621,-0.01789715,-0.04446446,0.00379077,-0.00333614,0.01281317,-0.02345996,0.02155784,0.00748451,-0.00935753999999999,0.02914656,-0.04433923,-0.06629454,0.05455968,0.00944325,0.02636349,0.02400524,-0.01975998,0.04734785,-0.0153577,-0.023013,0.00455221,0.04143342,-0.01927266,0.0433814,0.02832985,-0.02080329,-0.05190431,0.02710283,-0.03423943,-0.05977725,0.00223479000000001,0.000109759999999992,-0.01465205,0.0100297,0.00836045,-0.03304534,0.00779774,-0.0179046,-0.04084537,0.02716183,0.015813,0.0029893,-0.05926432,0.01065324,-0.01366491,0.03743147,-0.03184316,-0.04880589,-0.00213267999999999,0.0092615,-0.00540533000000001,-0.00348285,0.0322481,-0.02400684,0.00255127,-0.00202749,-0.03114925,4.77900000000031e-05,-0.03625747,-0.00722468,-0.00367348,0.01219204,0.042786,0.01737878,-0.01638469,-0.00306835,-0.02036225,0.02596785,-0.000449080000000001,-0.00663177,-0.01522779,-0.03568538,0.01377927,0.01914882,0.01215556,-0.01066696,0.0221834,0.01477191,0.03345745,0.03090187,0.01621424,-0.0018618,0.05317388,0.00391519999999999,0.0149846,-0.04521319,0.02076571,0.0124101,-0.00880874,0.0243245,0.03617925,-0.00605546,0.02295288,-0.00757956,0.04149835,0.02478484,-0.00942173,0.01081316,0.0254543,-0.03431876,0.01651476,0.01109273,0.04161699,-0.01115796,-0.02405819,0.0145199,-0.02471261,0.06599946,-0.04817092
H_caused_by_M,100,-0.04415916,0.04727278,-0.02843193,-0.04622179,-0.0961097,0.00920768999999999,-0.07112948,-0.01047748,0.00248746,0.03954429,0.04596149,0.00922725999999999,-0.02618907,0.04482377,0.04460021,-0.02688824,-0.01462202,-0.0923469,-0.11027091,-0.00572992,-0.0089,-0.02006528,-0.00343844,-0.10533235,-0.00632041,-0.0599918,0.03313231,0.00321288,-0.01089995,-0.03754339,0.06137837,0.03855918,-0.14109027,-0.0886774,-0.02970643,-0.01568266,-0.02664354,-0.07364322,-0.10042183,0.07611314,-0.00264923,-0.07498145,-0.03391993,0.03039384,-0.05732595,-0.10227683,0.0499199,0.04778391,-0.0339945,-0.03217901,-0.03649601,-0.00400761,-0.03859923,0.07475424,-0.06987343,0.00214985000000001,-0.07886703,-0.08799439,0.03114991,-0.08595347,-0.08912426,0.01425148,0.01341809,0.0806015,0.02719061,-0.02175407,0.07915624,-0.05778798,-0.01699016,-0.07006506,0.10538417,-0.01350104,0.00951085,0.01962577,-0.11344694,0.0335772,-0.04301848,0.03133258,0.03464698,-0.01628322,-0.09498612,0.03836387,0.06044552,0.01100337,0.08398132,0.02107112,0.00986891000000001,-0.00442193,0.08702465,-0.02779087,0.07822236,0.05854526,-0.08945691,-0.01152741,0.06245473,0.02229396,0.05402613,0.01830391,-0.03619753,-0.09004527,-0.09930653,-0.11910388,0.02140802,-0.00591276,0.10790363,0.09242855,0.04355365,-0.01922875,0.16563609,-0.01427206,0.01596963,0.00182191,-0.00863774,-0.05983355,0.02306311,0.07372093,-0.01737713,0.01789496,0.03891957,-0.12503369,0.02004772,-0.00571143,0.0796303,-0.03026416,0.09117287,0.07454462,0.02700348,-0.03014339,-0.06499498,0.09974402,-0.08325421,0.00372412,0.00820983,-0.01269325,0.03929817,-0.02708481,0.1134044,0.02257375,0.10749522,0.03413071,0.00294936,0.04311402,0.01729708,0.03219692,-0.00484933,-0.09947585,0.02812512,0.01401418,0.01537271,0.00730163,-0.05431458,-0.01883945,0.09881869,-0.07601654,-0.05324308,-0.05738946,-0.01107174,-0.01440683,-0.01168705,0.05867937,-0.03355685,0.09758453,0.02657844,-0.03009368,0.07242489,0.01549151,0.1498985,-0.00973098,-0.05865158,0.16849069,0.05012082,0.0877422,0.0608008,-0.08467958,-0.03253948,0.08821666,-0.05590756,0.06924756,0.01990101,0.00705439,0.0084049,0.04194163,-0.10225228,-0.05274592,-0.0907156,-0.000144170000000008,0.03550636,0.07084981,-0.04998496,-0.00375811999999999,0.02534719,-0.00465607,0.01896687,-0.00397199,0.04893124,0.05396267,-0.0155025,0.02057229,0.04892998,-0.05314301,-0.04401413,0.02254535,0.06350729,-0.02520173,0.0672515,0.03483726,0.06326028,0.03177274,0.05217517,-0.02169424,-0.02858454,-0.05899372,-0.06186392,-0.03707869,-0.05810972,0.0375251,-0.02472539,0.01557732,-0.06850727,-0.0986195,0.08158144,0.01372692,-0.05252725,-0.01252624,0.01424287,-0.05119928,-0.00896354,0.0679515,0.05018323,0.0212271,0.09019998,0.05292345,-0.04618089,0.05837073,-0.00393869,0.01619085,-0.04134626,0.06550447,0.02010537,-0.00190478,0.05250973,0.01351187,0.02428391,-0.08463949,-0.14008941,-0.0525755,0.07677738,-0.06822345,0.03188128,0.03405768,0.00913607,-0.0148232,-0.0727516,0.02148753,-0.03635587,-0.0710481,-0.21094208,0.03089878,0.07564375,-0.02001585,-0.05043306,-0.15309233,0.04347586,-0.00719295,-0.13484127,0.01348744,-0.05815917,0.07041955,-0.05357106,0.03182749,0.03658011,0.00509778,0.05581196,0.0337808,0.05968677,-0.03634486,0.08929643,0.02484261,-0.04684182,0.08771377,0.04598804,0.02864185,0.00746882,-0.14431491,-0.00618231,-0.06911625,0.06337324,0.02121496,-0.13611322,-0.01970043,0.09631558,0.04108633,0.03279231,-0.02449902,-0.04936999,0.00468258,-0.01922356,-0.0250699,0.05907217,0.10056882,0.07740852,0.02557431,-0.09822804,0.01933999,-0.07385876,0.03193205,6.73199999999974e-05,-0.01206234,-0.04814821,0.05158522,0.06043528,0.06034286,-0.04959156,0.0856629,-0.06291033,0.05271757,-0.08027863,-0.01608255,0.04685834,0.0108696,-0.08063965,0.02588747,-0.00107164,-0.00987585,-0.02346293,0.03653789,-0.07025978,-0.01104743,-0.04662101,-0.03222522,0.00381528,-0.03673389,0.09935683,0.03808744,0.06039319,0.07358023,-0.00087184,-0.02983903,-0.03996505,-0.000794899999999996,-0.0232879,0.10157533,-0.00419476,0.07127092,-0.02301957,0.0573531,0.08194631,-0.17156021,0.05375331,0.02674291,-0.10632591,-0.01483908,-0.03605819,0.06433482,0.02983065,-0.05133693,0.01982278,0.070566,0.03717412,-0.0029371,0.0159654,-0.06567917,0.02401009,0.01881235,-0.06769023,0.01722321,-0.06546817,0.07512895,-0.03980016,0.05119446,0.09624429,0.02754413,0.01365956,-0.00179899,0.01542363,0.09486857,-0.05891538,0.01008739,-0.0845213,0.04508525,-0.00889689,-0.08988503,-0.12971195,0.00228323,-0.05584615,0.0490186,-0.04271854,0.00344563,0.08390277,-0.06115051,0.03283482,0.02503938,-0.05964017,0.08012422,-0.05500324,0.00578028000000001,-0.00284241999999999,0.13448845,0.01469447,-0.01186899
H_causes_M,100,-0.03169499,-0.00634413,0.01887057,0.04272146,0.02838359,-0.07338378,0.04755054,-0.00148373,-0.07192654,-0.05687694,-0.00637908000000001,-0.00355779,0.0364285,0.01592402,0.06092313,0.01904648,0.01896047,0.00810668,0.06649665,-0.00857833000000001,0.04143844,-0.03805664,0.00179759000000001,0.0228102,0.05493482,0.00492681,-0.01598262,0.09080332,0.03494212,-0.02269384,-0.01179557,0.03415829,0.05857405,0.01785217,0.0137603,-0.03220069,-0.03478535,-0.01611081,-0.0129435,0.02720925,0.03930538,-0.01263028,0.03296811,0.00065257,-0.00444616,0.05642361,0.01788391,-0.00700371,-0.00238617000000001,-0.05396886,-0.03655341,0.02546884,0.01679142,-0.00860129,0.03869376,0.01747793,0.04885249,0.08813134,-0.02799448,-0.01476745,0.01971496,0.01251146,0.0117075,-0.07225695,-0.04848945,0.07637997,0.06956702,0.02944356,-0.0042413,-0.04825945,0.00511642,-0.00437185,0.01610603,-0.03253283,0.000931660000000007,-0.01387492,-0.07616938,-0.02753228,0.01492031,0.00250458,0.03265471,0.02277343,-0.04288679,0.00362692000000001,-0.02494745,-0.02826789,-0.01968168,0.01943705,-0.03084506,0.00138839999999999,-0.06330248,-0.00377197,0.05977993,0.02390408,-0.03333081,-0.06794186,-0.04505192,-0.03524146,0.05455954,0.03528408,0.00681122,0.06075323,-0.02181304,-0.02149555,-0.04891348,0.0042125,0.01504893,-0.01519928,-0.05202204,0.02054941,0.02723797,-0.02452672,0.03721232,0.05648948,0.00268728,0.01270459,-0.03617562,0.02720817,-0.0025264,0.02544914,0.01677491,-0.04216267,0.02558138,0.00221896,-0.11215128,-0.05490218,0.01548584,-0.0297649,0.0293654,-0.04455389,0.04566356,0.04624362,-0.01043665,0.03329021,0.03116095,-0.0253393,-0.08063002,-0.02573771,-0.02618479,0.00329657,0.03978497,0.04463128,-0.06413775,0.04494798,-0.07071726,0.03632019,-0.05262929,-0.05988519,-0.01467111,0.000832579999999995,0.00557115,0.02043897,0.02545603,0.03325732,-0.01521897,0.05149139,0.03638077,-0.06166138,0.02416216,-0.01917989,0.08807764,-0.06580156,-0.0307553,-0.05901601,-0.03786637,0.00873063,-0.05711284,-0.00206131,-0.0066313,-0.12032055,-0.0769521,0.000698299999999999,-0.03318415,0.02590672,-0.02807222,-0.02465558,0.04912314,0.05517454,-0.05609386,-0.01994708,0.04380807,0.04511976,0.019143,0.04254676,0.0954375,0.0978514,-0.01091078,0.03191163,0.02314528,0.03484183,0.00743756,-0.00738316,-0.01566557,-0.00464913999999999,-0.0062249,-0.01616724,0.03669999,-0.000677229999999995,0.02910511,0.00505827,0.00747113,0.07216194,-0.07060155,0.00786959,-0.0942605,0.01265342,-0.01646154,-0.0340684,-0.03140631,0.05908838,0.0639746,0.02378933,0.08357529,0.04833011,0.01287779,0.00562066,-0.02383412,-0.0412618,0.0929217,-0.03728564,-0.04982538,0.02180412,-0.05072012,0.05813609,0.000744999999999999,0.0116362,0.00640156,0.00430306999999999,-0.01461381,-0.03068022,-0.03620608,-0.00674747,0.03813358,0.00727469999999999,0.01848729,-0.02987312,-0.03038393,0.05032219,-0.03358727,0.05517671,-0.03241614,-0.02981408,0.02923624,0.05772479,0.06440183,0.02892173,-0.07795415,0.0105635,0.01770718,-0.08410889,0.0084218,-0.03066335,0.07383684,-0.05183898,0.01825387,0.0570838,0.05078128,-0.03476841,-0.05017118,0.01583829,-0.03479271,0.10035523,-0.04170429,0.0173059,0.04311589,-0.01006363,0.00288398000000001,-0.09726591,-0.02336284,0.01072691,0.01036477,-0.00998793,0.0072937,0.03958083,-0.07604402,0.03432896,-0.04503866,0.00256284,-0.01411482,-0.0167533,-0.06232822,-0.05393485,0.01439929,0.1183704,0.02527358,0.06179149,-0.03051726,-0.02414813,0.14696792,-0.02297967,-0.07493798,0.0058652,-0.01810947,0.01752645,0.02565584,-0.03550443,0.01958815,0.02627785,-0.04429093,-0.02614411,-0.02149907,0.00614427,0.02158513,0.0504456,0.06560085,-0.02546789,0.000967480000000001,0.01869433,0.03114141,-0.01720991,-0.01025467,-0.08223358,0.04138258,-0.03168453,0.00562873000000001,-0.03775409,0.04884999,-0.06253516,0.01353697,0.02834574,0.03531156,0.04943024,0.04583367,0.00575156,-0.04263604,0.05594953,-0.02874277,-0.00305562,-0.04815679,-0.01796695,0.08042365,-0.08707394,-0.07431674,0.00533408999999999,-0.00517371999999999,-0.00187208,0.03441646,0.02616409,0.03170671,-0.06032184,0.04966234,0.03195766,-0.02117358,-0.07889942,-0.01382537,-0.01080807,-0.02235287,0.00687222,-0.04490535,0.04048848,0.02473539,0.02629676,0.04592598,0.03108155,-0.03089438,-0.00797460999999999,-0.03974704,0.0236433,-0.02696006,0.02231622,-0.0429638,0.03355067,-0.00282384000000001,0.01744534,0.03262579,-0.01960109,0.03600167,-0.00572323,0.08255854,0.00656703,-0.08958045,0.01209798,0.01801738,-0.03353947,-0.00245349,-0.06076418,0.0985736,-0.09338925,0.00760578,-0.00509311,0.00876465,-0.00633085,0.10018804,-0.02461054,-0.01164991,-0.03431495,0.05211147,-0.0246661,-0.00772138,0.0239384,-0.04586128,-0.02601708,0.0633629,-0.04135226,-0.0177524,0.05023146,0.06585329,-0.00548520999999999,-0.0123213,0.07431305
